Id,Store,DayOfWeek,Date,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Promo2,CompetitionStartDate,Promo2StartDate,DaysSinceLastPromo2,DaysSinceCompetition,Sales,Promo2Indicator,WeekOfYear,Month
5908,1005,5,2015-09-11 00:00:00,1,0,0,0,1,1,6480.0,0,2012-09-01,1900-01-01,42256,1105,5582.0,0,37,9
5909,1007,5,2015-09-11 00:00:00,1,0,0,0,3,3,4180.0,0,2012-09-01,1900-01-01,42256,1105,6446.0,0,37,9
5910,1008,5,2015-09-11 00:00:00,1,0,0,0,1,3,30.0,0,2010-09-01,1900-01-01,42256,1836,4272.0,0,37,9
5911,1009,5,2015-09-11 00:00:00,1,0,0,1,1,1,230.0,1,2004-07-01,2014-03-06,72,4089,4886.0,1,37,9
5912,1010,5,2015-09-11 00:00:00,1,0,0,0,4,3,4610.0,1,2010-06-01,2010-05-01,41,1928,7626.0,1,37,9
5913,1011,5,2015-09-11 00:00:00,1,0,0,0,1,3,490.0,1,2012-09-01,2011-05-01,41,1105,6632.0,1,37,9
5914,1012,5,2015-09-11 00:00:00,1,0,0,1,4,3,6330.0,1,2004-06-01,2010-09-25,72,4119,5860.0,1,37,9
5915,1013,5,2015-09-11 00:00:00,1,0,0,0,1,1,630.0,1,2015-02-01,2013-07-31,41,222,3578.0,1,37,9
5916,1014,5,2015-09-11 00:00:00,1,0,0,0,1,3,210.0,1,2012-09-01,2013-07-31,72,1105,11398.0,1,37,9
5917,1015,5,2015-09-11 00:00:00,1,0,0,0,4,3,9910.0,1,2010-12-01,2011-02-27,10,1745,5078.0,1,37,9
5918,1016,5,2015-09-11 00:00:00,1,0,0,0,3,3,550.0,1,2012-09-01,2010-08-28,10,1105,4028.0,1,37,9
5919,1019,5,2015-09-11 00:00:00,1,0,0,1,4,3,2740.0,1,2014-07-01,2010-03-27,72,437,7097.0,1,37,9
5920,1020,5,2015-09-11 00:00:00,1,0,0,0,1,1,40.0,0,2015-08-01,1900-01-01,42256,41,7206.0,0,37,9
5921,1022,5,2015-09-11 00:00:00,1,0,0,0,1,3,1520.0,0,2012-09-01,1900-01-01,42256,1105,6116.0,0,37,9
5922,1024,5,2015-09-11 00:00:00,1,0,0,0,3,3,1990.0,0,2012-01-01,1900-01-01,42256,1349,5630.0,0,37,9
5923,1025,5,2015-09-11 00:00:00,1,0,0,0,1,1,720.0,0,2009-11-01,1900-01-01,42256,2140,6192.0,0,37,9
5924,1026,5,2015-09-11 00:00:00,1,0,0,0,3,1,450.0,1,2011-06-01,2012-11-26,10,1563,7450.0,1,37,9
5925,1027,5,2015-09-11 00:00:00,1,0,0,1,1,3,190.0,1,2008-06-01,2011-10-02,72,2658,10724.0,1,37,9
5926,1028,5,2015-09-11 00:00:00,1,0,0,0,1,1,150.0,1,2012-09-01,2013-07-31,72,1105,3906.0,1,37,9
5927,1031,5,2015-09-11 00:00:00,1,0,0,0,4,1,590.0,0,2001-05-01,1900-01-01,42256,5246,3976.0,0,37,9
5928,1036,5,2015-09-11 00:00:00,1,0,0,0,4,3,9560.0,1,2012-09-01,2013-09-04,72,1105,4781.0,1,37,9
5929,1037,5,2015-09-11 00:00:00,1,0,0,0,1,3,150.0,0,2012-09-01,1900-01-01,42256,1105,5782.0,0,37,9
5930,1038,5,2015-09-11 00:00:00,1,0,0,1,4,1,17290.0,0,2013-10-01,1900-01-01,42256,710,5893.0,0,37,9
5931,1039,5,2015-09-11 00:00:00,1,0,0,0,1,3,70.0,1,1990-06-01,2012-05-28,10,9233,6671.0,1,37,9
5932,1040,5,2015-09-11 00:00:00,1,0,0,0,1,1,4030.0,1,2013-02-01,2014-03-06,72,952,7058.0,1,37,9
5933,1041,5,2015-09-11 00:00:00,1,0,0,1,3,1,1600.0,1,2013-08-01,2014-10-02,72,771,5560.0,1,37,9
5934,1042,5,2015-09-11 00:00:00,1,0,0,0,1,1,3440.0,1,2012-09-01,2013-07-31,41,1105,3849.0,1,37,9
5935,1044,5,2015-09-11 00:00:00,1,0,0,1,3,1,240.0,1,2015-04-01,2010-03-27,72,163,5224.0,1,37,9
5936,1045,5,2015-09-11 00:00:00,1,0,0,0,1,3,26990.0,0,2013-12-01,1900-01-01,42256,649,7703.0,0,37,9
5937,1047,5,2015-09-11 00:00:00,1,0,0,0,1,1,3750.0,1,2012-09-01,2009-11-06,41,1105,4124.0,1,37,9
5938,1048,5,2015-09-11 00:00:00,1,0,0,0,4,3,1860.0,1,2012-09-01,2012-10-01,72,1105,5779.0,1,37,9
5939,1049,5,2015-09-11 00:00:00,1,0,0,1,1,1,370.0,1,2012-07-01,2011-04-03,72,1167,3690.0,1,37,9
5940,1050,5,2015-09-11 00:00:00,1,0,0,0,4,3,13170.0,1,2014-08-01,2011-02-27,10,406,6733.0,1,37,9
5941,1051,5,2015-09-11 00:00:00,1,0,0,1,3,1,200.0,1,1998-07-01,2012-01-02,72,6281,5577.0,1,37,9
5942,1052,5,2015-09-11 00:00:00,1,0,0,0,1,3,5080.0,1,2012-09-01,2013-07-31,41,1105,6384.0,1,37,9
5943,1053,5,2015-09-11 00:00:00,1,0,0,0,1,1,1710.0,0,2015-07-01,1900-01-01,42256,72,6974.0,0,37,9
5944,1054,5,2015-09-11 00:00:00,1,0,0,0,1,3,13190.0,1,2012-09-01,2013-11-06,41,1105,5446.0,1,37,9
5945,1056,5,2015-09-11 00:00:00,1,0,0,1,4,3,5350.0,1,2012-09-01,2012-10-01,72,1105,3798.0,1,37,9
5946,1057,5,2015-09-11 00:00:00,1,0,0,0,4,3,3230.0,0,2011-11-01,1900-01-01,42256,1410,6079.0,0,37,9
5947,1058,5,2015-09-11 00:00:00,1,0,0,0,1,3,180.0,1,2012-09-01,2010-08-28,10,1105,6310.0,1,37,9
5948,1059,5,2015-09-11 00:00:00,1,0,0,0,3,1,3380.0,0,2013-04-01,1900-01-01,42256,893,7210.0,0,37,9
5949,1060,5,2015-09-11 00:00:00,1,0,0,0,1,3,3430.0,1,2012-09-01,2013-07-31,41,1105,6468.0,1,37,9
5950,1061,5,2015-09-11 00:00:00,1,0,0,1,4,3,8110.0,0,2012-09-01,1900-01-01,42256,1105,6769.0,0,37,9
5951,1062,5,2015-09-11 00:00:00,1,0,0,0,4,1,190.0,1,2012-09-01,2012-10-01,41,1105,4976.0,1,37,9
5952,1063,5,2015-09-11 00:00:00,1,0,0,0,1,3,6250.0,0,2012-09-01,1900-01-01,42256,1105,4176.0,0,37,9
5953,1064,5,2015-09-11 00:00:00,1,0,0,0,1,3,420.0,0,2012-09-01,1900-01-01,42256,1105,8306.0,0,37,9
5954,1065,5,2015-09-11 00:00:00,1,0,0,1,1,1,1290.0,1,2012-09-01,2011-08-28,10,1105,3852.0,1,37,9
5955,1066,5,2015-09-11 00:00:00,1,0,0,0,1,1,3350.0,0,2012-09-01,1900-01-01,42256,1105,9572.0,0,37,9
5956,1067,5,2015-09-11 00:00:00,1,0,0,1,4,3,12020.0,0,2009-07-01,1900-01-01,42256,2263,5381.0,0,37,9
5957,1068,5,2015-09-11 00:00:00,1,0,0,1,4,3,5010.0,1,2012-09-01,2013-01-30,72,1105,3990.0,1,37,9
5958,1070,5,2015-09-11 00:00:00,1,0,0,0,3,3,400.0,0,2008-10-01,1900-01-01,42256,2536,6026.0,0,37,9
5959,1071,5,2015-09-11 00:00:00,1,0,0,0,1,1,820.0,1,2012-03-01,2012-08-27,10,1289,5077.0,1,37,9
5960,1072,5,2015-09-11 00:00:00,1,0,0,0,1,3,5380.0,1,2015-08-01,2010-01-30,41,41,5862.0,1,37,9
5961,1073,5,2015-09-11 00:00:00,1,0,0,0,1,3,1710.0,1,2012-09-01,2012-10-29,72,1105,6384.0,1,37,9
5962,1076,5,2015-09-11 00:00:00,1,0,0,0,1,3,90.0,1,2012-09-01,2013-01-02,72,1105,3182.0,1,37,9
5963,1077,5,2015-09-11 00:00:00,1,0,0,0,1,1,3750.0,1,2001-11-01,2010-08-28,10,5062,4159.0,1,37,9
5964,1078,5,2015-09-11 00:00:00,1,0,0,1,4,3,670.0,1,2012-09-01,2011-10-02,72,1105,5032.0,1,37,9
5965,1079,5,2015-09-11 00:00:00,1,0,0,0,1,1,16680.0,1,2012-09-01,2009-09-11,72,1105,6746.0,1,37,9
5966,1080,5,2015-09-11 00:00:00,1,0,0,1,1,1,2410.0,1,2012-09-01,2014-10-02,72,1105,7830.0,1,37,9
5967,1083,5,2015-09-11 00:00:00,1,0,0,0,4,3,11540.0,1,2012-09-01,2013-01-30,41,1105,4735.0,1,37,9
5968,1084,5,2015-09-11 00:00:00,1,0,0,0,1,1,190.0,1,2012-09-01,2010-03-27,72,1105,5215.0,1,37,9
5969,1086,5,2015-09-11 00:00:00,1,0,0,0,1,1,180.0,1,2013-11-01,2011-05-01,41,679,5712.0,1,37,9
5970,1087,5,2015-09-11 00:00:00,1,0,0,0,4,3,2210.0,0,2011-11-01,1900-01-01,42256,1410,5612.0,0,37,9
5971,1088,5,2015-09-11 00:00:00,1,0,0,0,1,1,4300.0,1,2009-03-01,2013-07-03,72,2385,4400.0,1,37,9
5972,1089,5,2015-09-11 00:00:00,1,0,0,0,4,1,5220.0,0,2009-05-01,1900-01-01,42256,2324,9107.0,0,37,9
5973,1091,5,2015-09-11 00:00:00,1,0,0,0,1,3,9990.0,0,2012-09-01,1900-01-01,42256,1105,6804.0,0,37,9
5974,1092,5,2015-09-11 00:00:00,1,0,0,1,1,1,300.0,1,2000-07-01,2014-10-02,72,5550,9736.0,1,37,9
5975,1094,5,2015-09-11 00:00:00,1,0,0,1,4,1,2380.0,1,2013-03-01,2014-10-02,72,924,4463.0,1,37,9
5976,1096,5,2015-09-11 00:00:00,1,0,0,0,1,3,1130.0,1,2012-09-01,2014-03-06,10,1105,4862.0,1,37,9
5977,1097,5,2015-09-11 00:00:00,1,0,0,0,2,2,720.0,0,2002-03-01,1900-01-01,42256,4942,8619.0,0,37,9
5978,1099,5,2015-09-11 00:00:00,1,0,0,0,1,3,200.0,1,2013-04-01,2013-04-03,72,893,7012.0,1,37,9
5979,1100,5,2015-09-11 00:00:00,1,0,0,0,1,1,540.0,1,2012-09-01,2011-04-03,72,1105,4141.0,1,37,9
5980,1101,5,2015-09-11 00:00:00,1,0,0,0,4,3,4060.0,0,2012-09-01,1900-01-01,42256,1105,8118.0,0,37,9
5981,1102,5,2015-09-11 00:00:00,1,0,0,1,1,1,850.0,1,2012-11-01,2014-10-02,72,1044,5462.0,1,37,9
5982,1103,5,2015-09-11 00:00:00,1,0,0,0,4,3,1340.0,1,2006-10-01,2013-01-30,41,3267,4212.0,1,37,9
5983,1104,5,2015-09-11 00:00:00,1,0,0,1,4,1,260.0,1,2012-02-01,2011-04-03,72,1318,5005.0,1,37,9
5984,1105,5,2015-09-11 00:00:00,1,0,0,0,3,3,330.0,1,2008-11-01,2013-01-30,41,2505,3843.0,1,37,9
5985,1106,5,2015-09-11 00:00:00,1,0,0,0,1,3,5330.0,1,2011-09-01,2013-07-31,72,1471,4780.0,1,37,9
5986,1107,5,2015-09-11 00:00:00,1,0,0,1,1,1,1400.0,1,2012-06-01,2010-03-27,72,1197,4579.0,1,37,9
5987,1109,5,2015-09-11 00:00:00,1,0,0,1,3,1,3490.0,1,2011-04-01,2012-05-28,72,1624,4180.0,1,37,9
5988,1111,5,2015-09-11 00:00:00,1,0,0,0,1,1,1900.0,1,2014-06-01,2013-07-31,72,467,4333.0,1,37,9
5989,1112,5,2015-09-11 00:00:00,1,0,0,0,3,3,1880.0,0,2006-04-01,1900-01-01,42256,3450,8032.0,0,37,9
5990,1113,5,2015-09-11 00:00:00,1,0,0,0,1,3,9260.0,0,2012-09-01,1900-01-01,42256,1105,6023.0,0,37,9
5991,1114,5,2015-09-11 00:00:00,1,0,0,0,1,3,870.0,0,2012-09-01,1900-01-01,42256,1105,19557.0,0,37,9
5992,1115,5,2015-09-11 00:00:00,1,0,0,0,4,3,5350.0,1,2012-09-01,2012-05-28,10,1105,5485.0,1,37,9
4281,1,6,2015-09-12 00:00:00,1,0,0,0,3,1,1270.0,0,2008-09-01,1900-01-01,42257,2567,4440.0,0,37,9
4282,3,6,2015-09-12 00:00:00,1,0,0,0,1,1,14130.0,1,2006-12-01,2011-04-03,73,3207,4027.0,1,37,9
4283,7,6,2015-09-12 00:00:00,1,0,0,0,1,3,24000.0,0,2013-04-01,1900-01-01,42257,894,5940.0,0,37,9
4284,8,6,2015-09-12 00:00:00,1,0,0,0,1,1,7520.0,0,2014-10-01,1900-01-01,42257,346,2903.0,0,37,9
4285,9,6,2015-09-12 00:00:00,1,0,0,0,1,3,2030.0,0,2000-08-01,1900-01-01,42257,5520,5637.0,0,37,9
4286,10,6,2015-09-12 00:00:00,1,0,0,0,1,1,3160.0,0,2009-09-01,1900-01-01,42257,2202,4583.0,0,37,9
4287,11,6,2015-09-12 00:00:00,1,0,0,0,1,3,960.0,1,2011-11-01,2012-01-02,73,1411,5919.0,1,37,9
4288,12,6,2015-09-12 00:00:00,1,0,0,0,1,3,1070.0,1,2012-09-01,2010-03-27,73,1106,5932.0,1,37,9
4289,13,6,2015-09-12 00:00:00,1,0,0,0,4,1,310.0,1,2012-09-01,2009-11-06,42,1106,4113.0,1,37,9
4290,14,6,2015-09-12 00:00:00,1,0,0,0,1,1,1300.0,1,2014-03-01,2011-10-02,73,560,3319.0,1,37,9
4291,15,6,2015-09-12 00:00:00,1,0,0,0,4,3,4110.0,1,2010-03-01,2011-04-03,73,2021,5474.0,1,37,9
4292,16,6,2015-09-12 00:00:00,1,0,0,0,1,3,3270.0,0,2012-09-01,1900-01-01,42257,1106,5067.0,0,37,9
4293,19,6,2015-09-12 00:00:00,1,0,0,0,1,3,3240.0,1,2012-09-01,2011-05-29,11,1106,4207.0,1,37,9
4294,20,6,2015-09-12 00:00:00,1,0,0,0,4,1,2340.0,1,2009-05-01,2014-10-02,73,2325,5477.0,1,37,9
4295,21,6,2015-09-12 00:00:00,1,0,0,0,3,3,550.0,1,1999-10-01,2009-11-06,73,5825,4777.0,1,37,9
4296,22,6,2015-09-12 00:00:00,1,0,0,0,1,1,1040.0,1,2012-09-01,2012-05-28,73,1106,3244.0,1,37,9
4297,23,6,2015-09-12 00:00:00,1,0,0,0,4,1,4060.0,0,2005-08-01,1900-01-01,42257,3694,4408.0,0,37,9
4298,24,6,2015-09-12 00:00:00,1,0,0,0,1,3,4590.0,1,2000-03-01,2011-10-02,73,5673,6900.0,1,37,9
4299,25,6,2015-09-12 00:00:00,1,0,0,0,3,1,430.0,0,2003-04-01,1900-01-01,42257,4547,8483.0,0,37,9
4300,27,6,2015-09-12 00:00:00,1,0,0,0,1,1,60.0,1,2005-01-01,2011-01-30,73,3906,6924.0,1,37,9
4301,29,6,2015-09-12 00:00:00,1,0,0,0,4,3,2170.0,0,2012-09-01,1900-01-01,42257,1106,6453.0,0,37,9
4302,30,6,2015-09-12 00:00:00,1,0,0,0,1,1,40.0,1,2014-02-01,2014-03-06,11,588,4561.0,1,37,9
4303,31,6,2015-09-12 00:00:00,1,0,0,0,4,3,9800.0,0,2012-07-01,1900-01-01,42257,1168,5335.0,0,37,9
4304,32,6,2015-09-12 00:00:00,1,0,0,0,1,1,2910.0,1,2012-09-01,2009-11-06,42,1106,2363.0,1,37,9
4305,33,6,2015-09-12 00:00:00,1,0,0,0,1,3,1320.0,0,2013-05-01,1900-01-01,42257,864,7975.0,0,37,9
4306,35,6,2015-09-12 00:00:00,1,0,0,0,4,3,7660.0,1,2000-10-01,2012-01-02,73,5459,7438.0,1,37,9
4307,36,6,2015-09-12 00:00:00,1,0,0,0,1,3,540.0,1,2003-06-01,2014-10-02,73,4486,9007.0,1,37,9
4308,38,6,2015-09-12 00:00:00,1,0,0,0,4,1,1090.0,0,2007-04-01,1900-01-01,42257,3086,5764.0,0,37,9
4309,39,6,2015-09-12 00:00:00,1,0,0,0,1,1,260.0,1,2006-10-01,2013-07-31,42,3268,2770.0,1,37,9
4310,40,6,2015-09-12 00:00:00,1,0,0,0,1,1,180.0,1,2012-09-01,2009-11-06,42,1106,5307.0,1,37,9
4311,41,6,2015-09-12 00:00:00,1,0,0,0,4,3,1180.0,1,2012-09-01,2013-07-31,73,1106,5210.0,1,37,9
4312,42,6,2015-09-12 00:00:00,1,0,0,0,1,3,290.0,1,2012-09-01,2011-10-02,73,1106,7923.0,1,37,9
4313,43,6,2015-09-12 00:00:00,1,0,0,0,4,1,4880.0,1,2012-09-01,2009-09-11,73,1106,4701.0,1,37,9
4314,45,6,2015-09-12 00:00:00,1,0,0,0,4,1,9710.0,0,2014-02-01,1900-01-01,42257,588,5338.0,0,37,9
4315,46,6,2015-09-12 00:00:00,1,0,0,0,3,1,1200.0,1,2005-09-01,2011-04-03,73,3663,4567.0,1,37,9
4316,47,6,2015-09-12 00:00:00,1,0,0,0,1,3,270.0,1,2013-04-01,2013-04-03,73,894,5430.0,1,37,9
4317,48,6,2015-09-12 00:00:00,1,0,0,0,1,1,1060.0,0,2012-05-01,1900-01-01,42257,1229,2716.0,0,37,9
4318,49,6,2015-09-12 00:00:00,1,0,0,0,4,3,18010.0,0,2007-09-01,1900-01-01,42257,2933,6788.0,0,37,9
4319,50,6,2015-09-12 00:00:00,1,0,0,0,4,1,6260.0,0,2009-11-01,1900-01-01,42257,2141,3990.0,0,37,9
4320,51,6,2015-09-12 00:00:00,1,0,0,0,1,3,10570.0,1,2013-07-01,2011-02-27,73,803,6691.0,1,37,9
4321,52,6,2015-09-12 00:00:00,1,0,0,0,4,3,450.0,1,2014-04-01,2010-09-25,73,529,6776.0,1,37,9
4322,53,6,2015-09-12 00:00:00,1,0,0,0,1,3,30360.0,0,2013-09-01,1900-01-01,42257,741,3588.0,0,37,9
4323,56,6,2015-09-12 00:00:00,1,0,0,0,4,3,6620.0,1,2012-03-01,2014-03-06,11,1290,7272.0,1,37,9
4324,58,6,2015-09-12 00:00:00,1,0,0,0,1,3,7340.0,1,2008-05-01,2012-07-02,73,2690,5644.0,1,37,9
4325,61,6,2015-09-12 00:00:00,1,0,0,0,1,3,350.0,1,2007-12-01,2012-01-02,73,2842,4489.0,1,37,9
4326,62,6,2015-09-12 00:00:00,1,0,0,0,1,1,2050.0,0,2012-09-01,1900-01-01,42257,1106,3625.0,0,37,9
4327,63,6,2015-09-12 00:00:00,1,0,0,0,3,3,3700.0,1,2010-06-01,2010-05-01,42,1929,6697.0,1,37,9
4328,64,6,2015-09-12 00:00:00,1,0,0,0,4,3,22560.0,1,2012-09-01,2013-04-03,73,1106,9390.0,1,37,9
4329,66,6,2015-09-12 00:00:00,1,0,0,0,4,1,7660.0,1,2012-09-01,2009-09-11,73,1106,5565.0,1,37,9
4330,67,6,2015-09-12 00:00:00,1,0,0,0,1,3,410.0,0,2006-02-01,1900-01-01,42257,3510,5157.0,0,37,9
4331,68,6,2015-09-12 00:00:00,1,0,0,0,1,3,250.0,1,2012-09-01,2012-08-27,11,1106,7826.0,1,37,9
4332,69,6,2015-09-12 00:00:00,1,0,0,0,3,3,1130.0,1,2012-09-01,2011-10-02,73,1106,7536.0,1,37,9
4333,70,6,2015-09-12 00:00:00,1,0,0,0,3,3,4840.0,0,2012-09-01,1900-01-01,42257,1106,5379.0,0,37,9
4334,71,6,2015-09-12 00:00:00,1,0,0,0,1,1,17500.0,1,2008-08-01,2009-09-11,11,2598,6430.0,1,37,9
4335,72,6,2015-09-12 00:00:00,1,0,0,0,1,1,2200.0,1,2009-12-01,2010-03-27,73,2111,2588.0,1,37,9
4336,73,6,2015-09-12 00:00:00,1,0,0,0,1,3,1650.0,0,2008-09-01,1900-01-01,42257,2567,2638.0,0,37,9
4337,74,6,2015-09-12 00:00:00,1,0,0,0,1,1,330.0,0,2012-09-01,1900-01-01,42257,1106,4880.0,0,37,9
4338,75,6,2015-09-12 00:00:00,1,0,0,0,4,3,22440.0,0,2013-12-01,1900-01-01,42257,650,5901.0,0,37,9
4339,76,6,2015-09-12 00:00:00,1,0,0,0,4,3,19960.0,0,2006-03-01,1900-01-01,42257,3482,7686.0,0,37,9
4340,77,6,2015-09-12 00:00:00,1,0,0,0,4,3,1090.0,1,2009-08-01,2014-03-06,73,2233,6844.0,1,37,9
4341,79,6,2015-09-12 00:00:00,1,0,0,0,1,1,3320.0,0,2012-09-01,1900-01-01,42257,1106,3956.0,0,37,9
4342,80,6,2015-09-12 00:00:00,1,0,0,0,4,1,7910.0,0,2012-09-01,1900-01-01,42257,1106,7549.0,0,37,9
4343,81,6,2015-09-12 00:00:00,1,0,0,0,1,1,2370.0,1,2011-03-01,2014-10-02,73,1656,6904.0,1,37,9
4344,82,6,2015-09-12 00:00:00,1,0,0,0,1,1,22390.0,1,2008-04-01,2009-09-11,73,2720,5264.0,1,37,9
4345,83,6,2015-09-12 00:00:00,1,0,0,0,1,1,2710.0,0,2012-09-01,1900-01-01,42257,1106,3022.0,0,37,9
4346,84,6,2015-09-12 00:00:00,1,0,0,0,1,3,11810.0,0,2014-08-01,1900-01-01,42257,407,10148.0,0,37,9
4347,86,6,2015-09-12 00:00:00,1,0,0,0,1,1,480.0,1,2005-02-01,2013-07-31,73,3875,3608.0,1,37,9
4348,89,6,2015-09-12 00:00:00,1,0,0,0,1,1,2380.0,1,2004-07-01,2014-10-02,73,4090,4993.0,1,37,9
4349,90,6,2015-09-12 00:00:00,1,0,0,0,1,1,330.0,0,2007-11-01,1900-01-01,42257,2872,7221.0,0,37,9
4350,91,6,2015-09-12 00:00:00,1,0,0,0,3,1,2410.0,1,2012-09-01,2011-08-28,73,1106,4593.0,1,37,9
4351,92,6,2015-09-12 00:00:00,1,0,0,0,3,1,240.0,1,2012-09-01,2009-11-06,42,1106,5276.0,1,37,9
4352,93,6,2015-09-12 00:00:00,1,0,0,0,1,1,16690.0,1,2012-09-01,2011-04-03,73,1106,3016.0,1,37,9
4353,94,6,2015-09-12 00:00:00,1,0,0,0,4,3,14620.0,0,2012-09-01,1900-01-01,42257,1106,5445.0,0,37,9
4354,98,6,2015-09-12 00:00:00,1,0,0,0,4,3,15140.0,1,2006-12-01,2012-01-02,73,3207,4594.0,1,37,9
4355,99,6,2015-09-12 00:00:00,1,0,0,0,3,3,2030.0,1,2003-11-01,2012-05-28,11,4333,4992.0,1,37,9
4356,100,6,2015-09-12 00:00:00,1,0,0,0,4,1,17930.0,0,2012-09-01,1900-01-01,42257,1106,7813.0,0,37,9
4357,101,6,2015-09-12 00:00:00,1,0,0,0,4,3,2440.0,1,2012-09-01,2012-05-28,11,1106,6611.0,1,37,9
4358,102,6,2015-09-12 00:00:00,1,0,0,0,1,1,150.0,1,2007-12-01,2014-03-06,11,2842,5467.0,1,37,9
4359,105,6,2015-09-12 00:00:00,1,0,0,0,1,3,6190.0,1,2012-09-01,2013-06-05,11,1106,3013.0,1,37,9
4360,107,6,2015-09-12 00:00:00,1,0,0,0,1,1,1930.0,0,2009-09-01,1900-01-01,42257,2202,6839.0,0,37,9
4361,108,6,2015-09-12 00:00:00,1,0,0,0,4,3,2190.0,0,2003-09-01,1900-01-01,42257,4394,9857.0,0,37,9
4362,109,6,2015-09-12 00:00:00,1,0,0,0,1,3,3300.0,0,2010-11-01,1900-01-01,42257,1776,4987.0,0,37,9
4363,110,6,2015-09-12 00:00:00,1,0,0,0,1,3,46590.0,0,2013-04-01,1900-01-01,42257,894,3095.0,0,37,9
4364,111,6,2015-09-12 00:00:00,1,0,0,0,4,3,7890.0,1,2012-09-01,2009-09-11,73,1106,6222.0,1,37,9
4365,112,6,2015-09-12 00:00:00,1,0,0,0,1,1,1630.0,0,2009-09-01,1900-01-01,42257,2202,5745.0,0,37,9
4366,113,6,2015-09-12 00:00:00,1,0,0,0,4,3,20930.0,0,1999-11-01,1900-01-01,42257,5794,7390.0,0,37,9
4367,115,6,2015-09-12 00:00:00,1,0,0,0,4,3,5740.0,1,2007-04-01,2014-10-02,73,3086,7382.0,1,37,9
4368,117,6,2015-09-12 00:00:00,1,0,0,0,1,1,3450.0,0,2011-09-01,1900-01-01,42257,1472,2322.0,0,37,9
4369,118,6,2015-09-12 00:00:00,1,0,0,0,4,3,3580.0,0,2012-09-01,1900-01-01,42257,1106,6966.0,0,37,9
4370,119,6,2015-09-12 00:00:00,1,0,0,0,1,3,2100.0,0,2010-02-01,1900-01-01,42257,2049,4613.0,0,37,9
4371,120,6,2015-09-12 00:00:00,1,0,0,0,4,1,2290.0,1,2014-12-01,2009-09-11,73,285,5639.0,1,37,9
4372,122,6,2015-09-12 00:00:00,1,0,0,0,1,3,58260.0,0,2013-04-01,1900-01-01,42257,894,6510.0,0,37,9
4373,124,6,2015-09-12 00:00:00,1,0,0,0,1,1,1410.0,0,2003-04-01,1900-01-01,42257,4547,2814.0,0,37,9
4374,126,6,2015-09-12 00:00:00,1,0,0,0,4,1,3370.0,1,2014-10-01,2011-05-01,42,346,5424.0,1,37,9
4375,127,6,2015-09-12 00:00:00,1,0,0,0,4,1,1350.0,1,2005-12-01,2010-03-27,73,3572,4759.0,1,37,9
4376,128,6,2015-09-12 00:00:00,1,0,0,0,4,3,2000.0,1,2012-09-01,2013-01-02,73,1106,6543.0,1,37,9
4377,129,6,2015-09-12 00:00:00,1,0,0,0,1,1,2460.0,1,2012-09-01,2011-04-03,73,1106,6958.0,1,37,9
4378,130,6,2015-09-12 00:00:00,1,0,0,0,3,1,900.0,1,2012-09-01,2010-03-27,73,1106,4170.0,1,37,9
4379,131,6,2015-09-12 00:00:00,1,0,0,0,3,1,920.0,0,2015-07-01,1900-01-01,42257,73,4794.0,0,37,9
4380,132,6,2015-09-12 00:00:00,1,0,0,0,4,3,1040.0,1,2012-09-01,2012-07-02,73,1106,5907.0,1,37,9
4381,135,6,2015-09-12 00:00:00,1,0,0,0,4,1,5190.0,1,2012-09-01,2013-01-02,73,1106,5763.0,1,37,9
4382,136,6,2015-09-12 00:00:00,1,0,0,0,1,3,2200.0,1,2010-12-01,2012-05-28,42,1746,4769.0,1,37,9
4383,137,6,2015-09-12 00:00:00,1,0,0,0,1,1,1730.0,1,2015-07-01,2014-10-02,73,73,5750.0,1,37,9
4384,139,6,2015-09-12 00:00:00,1,0,0,0,1,1,1700.0,1,2008-01-01,2011-04-03,73,2811,4570.0,1,37,9
4385,140,6,2015-09-12 00:00:00,1,0,0,0,1,3,1090.0,1,2010-07-01,2013-01-02,73,1899,5922.0,1,37,9
4386,141,6,2015-09-12 00:00:00,1,0,0,0,3,3,1540.0,1,2012-09-01,2012-05-28,11,1106,4478.0,1,37,9
4387,142,6,2015-09-12 00:00:00,1,0,0,0,1,1,1090.0,0,2002-07-01,1900-01-01,42257,4821,3130.0,0,37,9
4388,143,6,2015-09-12 00:00:00,1,0,0,0,4,1,2930.0,0,2002-12-01,1900-01-01,42257,4668,5239.0,0,37,9
4389,144,6,2015-09-12 00:00:00,1,0,0,0,1,3,16570.0,0,2012-09-01,1900-01-01,42257,1106,5974.0,0,37,9
4390,145,6,2015-09-12 00:00:00,1,0,0,0,1,1,280.0,1,2012-09-01,2009-11-06,42,1106,6061.0,1,37,9
4391,146,6,2015-09-12 00:00:00,1,0,0,0,4,3,8050.0,1,1961-10-01,2012-11-26,73,19704,6440.0,1,37,9
4392,147,6,2015-09-12 00:00:00,1,0,0,0,4,3,8540.0,0,2012-09-01,1900-01-01,42257,1106,7386.0,0,37,9
4393,149,6,2015-09-12 00:00:00,1,0,0,0,4,1,2610.0,1,2006-07-01,2011-04-03,73,3360,4398.0,1,37,9
4394,150,6,2015-09-12 00:00:00,1,0,0,0,3,3,31830.0,0,2010-03-01,1900-01-01,42257,2021,7389.0,0,37,9
